timestamp,Panther_office_Karla,Panther_office_Catherine,Panther_office_Ruthie
2017-01-07 03:00:00,58.2112,29.7658,68.2132
2017-01-07 04:00:00,60.0116,28.9656,76.1147
2017-01-07 05:00:00,60.8517,35.2868,90.5175
2017-01-07 06:00:00,56.5309,58.4113,114.022
2017-01-07 07:00:00,59.7715,60.7317,111.6215
2017-01-07 08:00:00,55.4507,60.4917,117.8227
2017-01-07 09:00:00,57.3711,71.5738,122.2236
2017-01-07 10:00:00,57.7311,68.4932,123.5238
2017-01-07 11:00:00,59.5315,73.6142,126.8245
2017-01-07 12:00:00,57.011,71.6538,130.3252
2017-01-07 13:00:00,58.3313,74.2543,119.423
2017-01-07 14:00:00,59.7715,74.8544,131.4254
2017-01-07 15:00:00,64.3324,81.8558,121.6235
2017-01-07 16:00:00,65.5326,84.4163,132.4256
2017-01-07 17:00:00,64.4524,89.7773,125.8243
2017-01-07 18:00:00,73.4542,94.4182,144.0278
2017-01-07 19:00:00,77.655,103.82,145.328
2017-01-07 20:00:00,78.1351,104.8202,144.6279
2017-01-07 21:00:00,78.3751,106.1405,151.7293
2017-01-07 22:00:00,77.535,106.1005,146.3282
2017-01-07 23:00:00,81.4957,46.369,95.1184
2017-01-08 00:00:00,82.3359,22.8044,75.0145
2017-01-08 01:00:00,82.0958,23.7646,76.2147
2017-01-08 02:00:00,79.4553,22.2443,80.5155
2017-01-08 03:00:00,86.8968,23.0044,79.9154
2017-01-08 04:00:00,84.2563,23.5245,82.816
2017-01-08 05:00:00,87.8569,23.9246,127.2246
2017-01-08 06:00:00,86.1766,95.4584,154.7299
2017-01-08 07:00:00,86.5367,120.3432,144.6279
2017-01-08 08:00:00,80.4155,113.6619,149.3288
2017-01-08 09:00:00,77.895,108.621,147.1284
2017-01-08 10:00:00,77.775,100.2994,148.0286
2017-01-08 11:00:00,76.2147,107.1807,146.3282
2017-01-08 12:00:00,75.9747,101.0595,138.9268
2017-01-08 13:00:00,77.895,105.5404,139.1268
2017-01-08 14:00:00,75.3745,98.0989,132.7256
2017-01-08 15:00:00,76.4548,104.4201,142.2274
2017-01-08 16:00:00,73.5742,104.9403,131.7254
2017-01-08 17:00:00,77.4149,102.2197,133.8258
2017-01-08 18:00:00,78.9752,100.0193,143.1276
2017-01-08 19:00:00,87.3769,108.741,143.5277
2017-01-08 20:00:00,81.2557,109.061,157.6304
2017-01-08 21:00:00,82.2159,98.539,151.2292
2017-01-08 22:00:00,85.4565,95.6985,161.8312
2017-01-08 23:00:00,93.498,52.3301,103.4199
2017-01-09 00:00:00,87.6169,40.3278,84.4163
2017-01-09 01:00:00,87.3769,40.1278,90.9175
2017-01-09 02:00:00,87.0168,40.4878,87.4169
2017-01-09 03:00:00,89.8974,31.8061,93.318
2017-01-09 04:00:00,90.9776,24.2047,86.2167
2017-01-09 05:00:00,88.09700000000002,24.7648,142.1274
2017-01-09 06:00:00,84.2563,104.1401,168.1324
2017-01-09 07:00:00,90.0174,130.1851,168.0324
2017-01-09 08:00:00,87.0168,128.8249,154.8299
2017-01-09 09:00:00,91.9378,114.2621,161.9313
2017-01-09 10:00:00,89.2972,107.4607,151.8293
2017-01-09 11:00:00,83.4161,93.8981,155.43
2017-01-09 12:00:00,85.4565,98.299,138.3267
2017-01-09 13:00:00,79.3353,96.0185,135.5262
2017-01-09 14:00:00,76.6948,86.9768,131.7254
2017-01-09 15:00:00,77.2949,87.2969,133.3257
2017-01-09 16:00:00,75.4946,90.5375,127.9247
2017-01-09 17:00:00,72.494,85.6965,128.0247
2017-01-09 18:00:00,68.6533,91.5376,136.2263
2017-01-09 19:00:00,68.6533,95.4584,141.2273
2017-01-09 20:00:00,71.1737,98.339,138.6267
2017-01-09 21:00:00,70.9337,99.0591,151.1292
2017-01-09 22:00:00,74.8944,101.3796,147.1284
2017-01-09 23:00:00,77.655,51.2899,102.6198
2017-01-10 00:00:00,83.2961,22.4043,78.0151
2017-01-10 01:00:00,81.2557,20.884,79.9154
2017-01-10 02:00:00,78.2551,22.6444,79.8154
2017-01-10 03:00:00,83.176,23.2045,77.715
2017-01-10 04:00:00,85.9366,22.8844,81.2157
2017-01-10 05:00:00,86.1766,22.0442,123.0237
2017-01-10 06:00:00,77.655,85.0564,154.3298
2017-01-10 07:00:00,78.3751,109.9412,150.429
2017-01-10 08:00:00,84.4963,112.2217,152.3294
2017-01-10 09:00:00,88.09700000000002,109.7412,154.0297
2017-01-10 10:00:00,76.6948,94.1782,155.8301
2017-01-10 11:00:00,68.7733,91.9778,131.2253
2017-01-10 12:00:00,68.7733,89.0172,134.626
2017-01-10 13:00:00,70.9337,86.4567,124.624
2017-01-10 14:00:00,74.2943,85.8166,128.1247
2017-01-10 15:00:00,71.2938,86.8567,112.0216
2017-01-10 16:00:00,67.9331,91.1376,116.3225
2017-01-10 17:00:00,65.8927,83.2561,116.3225
2017-01-10 18:00:00,56.6509,90.8976,125.5242
2017-01-10 19:00:00,60.3717,93.018,127.1245
2017-01-10 20:00:00,64.5725,96.1385,127.9247
2017-01-10 21:00:00,60.3717,97.5788,137.5265
2017-01-10 22:00:00,66.1328,93.458,134.626
2017-01-10 23:00:00,65.0526,42.3282,93.118
2017-01-11 00:00:00,70.2135,22.6844,72.2139
2017-01-11 01:00:00,72.0139,23.5645,72.714
2017-01-11 02:00:00,71.4138,23.1645,73.3141
2017-01-11 03:00:00,69.8535,22.8844,74.7144
2017-01-11 04:00:00,76.0947,23.0044,70.5136
2017-01-11 05:00:00,75.4946,23.5645,112.6217
2017-01-11 06:00:00,71.0537,74.9745,129.9251
2017-01-11 07:00:00,71.8939,100.2594,146.4283
2017-01-11 08:00:00,68.4132,101.1795,131.2253
2017-01-11 09:00:00,75.9747,91.6577,145.328
2017-01-11 10:00:00,69.4934,82.5759,128.9249
2017-01-11 11:00:00,63.9724,79.1353,121.0233
2017-01-11 12:00:00,64.2124,76.8948,128.7248
2017-01-11 13:00:00,65.7727,74.5744,126.5244
2017-01-11 14:00:00,69.1333,81.9358,126.0243
2017-01-11 15:00:00,57.25100000000001,76.0547,129.1249
2017-01-11 16:00:00,59.1714,74.3744,120.8233
2017-01-11 17:00:00,55.9308,75.0545,123.1238
2017-01-11 18:00:00,61.6919,84.6563,128.2247
2017-01-11 19:00:00,55.5707,86.1766,128.4248
2017-01-11 20:00:00,57.25100000000001,91.1776,138.0266
2017-01-11 21:00:00,57.25100000000001,88.8171,132.0255
2017-01-11 22:00:00,58.2112,88.8972,135.8262
2017-01-11 23:00:00,62.172,46.9691,94.0181
2017-01-12 00:00:00,61.4519,21.8042,85.0164
2017-01-12 01:00:00,67.453,22.2443,82.0158
2017-01-12 02:00:00,62.052,21.8842,82.2159
2017-01-12 03:00:00,66.9729,21.8442,84.3163
2017-01-12 04:00:00,70.3336,21.9642,80.8156
2017-01-12 05:00:00,69.7335,22.1643,115.5223
2017-01-12 06:00:00,62.7721,68.3332,127.0245
2017-01-12 07:00:00,65.7727,93.6981,140.6271
2017-01-12 08:00:00,69.2534,97.4988,130.4252
2017-01-12 09:00:00,73.4542,89.0172,139.1268
2017-01-12 10:00:00,73.2141,82.976,136.6264
2017-01-12 11:00:00,62.7721,85.6965,127.9247
2017-01-12 12:00:00,63.4922,89.4573,125.6242
2017-01-12 13:00:00,63.4922,80.8956,129.325
2017-01-12 14:00:00,65.0526,74.2143,121.5234
2017-01-12 15:00:00,62.8921,70.3736,125.5242
2017-01-12 16:00:00,60.2516,67.7731,119.8231
2017-01-12 17:00:00,60.8517,67.9331,122.5236
2017-01-12 18:00:00,57.131,70.8137,125.3242
2017-01-12 19:00:00,62.172,74.0943,125.0241
2017-01-12 20:00:00,55.0906,81.9758,129.325
2017-01-12 21:00:00,54.3705,85.6565,126.5244
2017-01-12 22:00:00,50.4097,82.5759,132.7256
2017-01-12 23:00:00,55.3307,43.8885,100.6194
2017-01-13 00:00:00,59.7715,19.6438,81.6158
2017-01-13 01:00:00,62.6521,18.4436,84.7164
2017-01-13 02:00:00,60.6117,20.604,77.715
2017-01-13 03:00:00,61.0918,16.7232,84.5163
2017-01-13 04:00:00,62.052,16.0031,77.815
2017-01-13 05:00:00,65.8927,16.7632,112.7218
2017-01-13 06:00:00,71.8939,54.4905,126.1243
2017-01-13 07:00:00,61.2118,82.656,127.5246
2017-01-13 08:00:00,59.8915,88.5771,120.9233
2017-01-13 09:00:00,64.6925,78.9352,121.5234
2017-01-13 10:00:00,61.9319,76.1747,128.9249
2017-01-13 11:00:00,58.0912,73.9343,130.9253
2017-01-13 12:00:00,46.809,71.9739,121.9235
2017-01-13 13:00:00,47.8892,72.0539,124.324
2017-01-13 14:00:00,47.1691,69.4934,116.0224
2017-01-13 15:00:00,57.7311,67.413,122.7237
2017-01-13 16:00:00,56.771,68.1732,105.4203
2017-01-13 17:00:00,48.0093,68.5332,107.2207
2017-01-13 18:00:00,45.2487,66.9329,115.7223
2017-01-13 19:00:00,52.5701,68.7333,114.122
2017-01-13 20:00:00,51.4899,75.2145,122.1236
2017-01-13 21:00:00,48.1293,74.0543,119.5231
2017-01-13 22:00:00,48.7294,78.1351,122.6237
2017-01-13 23:00:00,49.8096,38.3674,90.2174
2017-01-14 00:00:00,52.6902,18.3635,75.3145
2017-01-14 01:00:00,51.73,16.6032,70.3136
2017-01-14 02:00:00,48.7294,16.3231,74.1143
2017-01-14 03:00:00,53.1703,16.2831,70.7136
2017-01-14 04:00:00,56.4109,16.1631,73.3141
2017-01-14 05:00:00,57.7311,22.4443,95.5184
2017-01-14 06:00:00,51.85,57.8112,109.6212
2017-01-14 07:00:00,50.6498,69.7735,109.4211
2017-01-14 08:00:00,49.9296,70.9737,110.3213
2017-01-14 09:00:00,55.2106,63.0522,110.6213
2017-01-14 10:00:00,54.1304,65.5726,119.423
2017-01-14 11:00:00,49.0895,62.6521,112.1216
2017-01-14 12:00:00,47.5292,64.4124,120.6233
2017-01-14 13:00:00,47.8892,66.9729,116.6225
2017-01-14 14:00:00,51.3699,60.2516,117.8227
2017-01-14 15:00:00,48.2493,58.9314,110.4213
2017-01-14 16:00:00,48.4894,64.7325,111.1214
2017-01-14 17:00:00,51.4899,62.412,112.0216
2017-01-14 18:00:00,51.6099,68.4132,126.3244
2017-01-14 19:00:00,51.1299,74.9745,125.7243
2017-01-14 20:00:00,52.4501,80.0955,133.7258
2017-01-14 21:00:00,50.7698,76.0947,130.6252
2017-01-14 22:00:00,53.7704,82.1358,133.5258
2017-01-14 23:00:00,54.2505,51.5699,97.9189
2017-01-15 00:00:00,57.4911,36.0069,83.7161
2017-01-15 01:00:00,54.4905,36.207,79.5153
2017-01-15 02:00:00,54.1304,36.8071,81.5157
2017-01-15 03:00:00,53.6503,37.2072,81.6158
2017-01-15 04:00:00,54.1304,36.127,81.1157
2017-01-15 05:00:00,54.8506,36.9671,106.1205
2017-01-15 06:00:00,52.3301,68.6933,123.3238
2017-01-15 07:00:00,53.7704,75.3345,120.3232
2017-01-15 08:00:00,52.3301,72.294,122.1236
2017-01-15 09:00:00,54.9706,64.6125,118.5229
2017-01-15 10:00:00,47.8892,66.6529,125.3242
2017-01-15 11:00:00,49.6896,65.1726,115.5223
2017-01-15 12:00:00,46.809,65.2126,118.5229
2017-01-15 13:00:00,49.0895,65.7727,108.921
2017-01-15 14:00:00,47.1691,63.4122,114.9222
2017-01-15 15:00:00,47.4092,64.3724,110.9214
2017-01-15 16:00:00,47.7692,57.17100000000001,108.3209
2017-01-15 17:00:00,47.7692,57.21100000000001,111.9216
2017-01-15 18:00:00,48.6094,69.0133,120.5233
2017-01-15 19:00:00,47.7692,73.9343,132.3255
2017-01-15 20:00:00,52.3301,76.0547,127.7246
2017-01-15 21:00:00,51.3699,65.4526,134.826
2017-01-15 22:00:00,54.6105,60.0116,132.5256
2017-01-15 23:00:00,51.73,33.2864,104.9202
2017-01-16 00:00:00,53.2903,19.4438,85.4165
2017-01-16 01:00:00,53.1703,20.0839,89.9173
2017-01-16 02:00:00,56.6509,20.4039,83.21600000000002
2017-01-16 03:00:00,58.2112,20.684,89.8173
2017-01-16 04:00:00,50.7698,20.2839,84.9164
2017-01-16 05:00:00,52.9302,20.1639,117.0226
2017-01-16 06:00:00,57.011,69.0933,126.7245
2017-01-16 07:00:00,58.4513,84.9364,130.9252
2017-01-16 08:00:00,49.8096,78.7752,120.6233
2017-01-16 09:00:00,51.3699,72.61399999999998,122.8237
2017-01-16 10:00:00,50.7698,69.8135,121.0233
2017-01-16 11:00:00,50.0497,65.0926,112.6217
2017-01-16 12:00:00,49.0895,64.3724,112.0216
2017-01-16 13:00:00,47.1691,64.2924,106.3205
2017-01-16 14:00:00,45.0087,63.6123,116.5225
2017-01-16 15:00:00,48.1293,63.4522,104.6202
2017-01-16 16:00:00,49.4495,67.373,100.5194
2017-01-16 17:00:00,44.8887,69.6134,101.7196
2017-01-16 18:00:00,48.4894,71.9739,113.722
2017-01-16 19:00:00,47.5292,74.2543,122.1236
2017-01-16 20:00:00,49.0895,74.7344,116.9226
2017-01-16 21:00:00,52.5701,78.5351,126.8245
2017-01-16 22:00:00,47.4092,78.5751,123.4238
2017-01-16 23:00:00,53.1703,38.5674,95.6185
2017-01-17 00:00:00,53.8904,32.8863,73.1141
2017-01-17 01:00:00,57.011,33.5665,76.6148
2017-01-17 02:00:00,56.0508,34.6467,75.1145
2017-01-17 03:00:00,54.0104,35.0468,75.0145
2017-01-17 04:00:00,56.4109,35.9669,77.515
2017-01-17 05:00:00,53.6503,34.8067,100.1193
2017-01-17 06:00:00,54.0104,60.0116,129.325
2017-01-17 07:00:00,53.5303,76.4948,133.4258
2017-01-17 08:00:00,60.2516,95.6585,131.3253
2017-01-17 09:00:00,61.9319,85.8166,130.9252
2017-01-17 10:00:00,64.3324,83.056,134.2259
2017-01-17 11:00:00,70.3336,72.1339,130.4252
2017-01-17 12:00:00,69.0133,65.0926,130.5252
2017-01-17 13:00:00,66.7329,64.4524,133.0257
2017-01-17 14:00:00,60.8517,63.2522,125.9243
2017-01-17 15:00:00,61.8119,63.2522,120.0232
2017-01-17 16:00:00,58.3313,70.9337,124.0239
2017-01-17 17:00:00,54.8506,69.0533,120.9233
2017-01-17 18:00:00,53.2903,71.9339,128.3248
2017-01-17 19:00:00,51.0099,78.6552,136.5263
2017-01-17 20:00:00,49.3295,81.4957,129.425
2017-01-17 21:00:00,46.3289,83.3361,133.2257
2017-01-17 22:00:00,48.6094,81.8958,127.4246
2017-01-17 23:00:00,50.1697,40.8879,103.1199
2017-01-18 00:00:00,51.2499,16.0431,82.916
2017-01-18 01:00:00,53.2903,17.0833,88.7171
2017-01-18 02:00:00,52.4501,16.8433,86.0166
2017-01-18 03:00:00,53.2903,17.1233,87.917
2017-01-18 04:00:00,54.0104,17.4434,88.21700000000001
2017-01-18 05:00:00,55.6908,20.644,110.9214
2017-01-18 06:00:00,55.4507,54.6906,134.3259
2017-01-18 07:00:00,55.9308,73.5342,123.8239
2017-01-18 08:00:00,63.6123,74.8144,124.8241
2017-01-18 09:00:00,67.0929,71.4138,119.223
2017-01-18 10:00:00,63.6123,69.0133,123.2238
2017-01-18 11:00:00,62.7721,68.9733,120.0232
2017-01-18 12:00:00,62.7721,70.6536,121.9235
2017-01-18 13:00:00,59.2914,68.6933,115.8224
2017-01-18 14:00:00,61.3318,64.7325,115.2222
2017-01-18 15:00:00,67.453,68.6133,110.5213
2017-01-18 16:00:00,61.6919,69.8535,105.5204
2017-01-18 17:00:00,57.3711,58.8113,114.8222
2017-01-18 18:00:00,49.4495,61.4919,116.4225
2017-01-18 19:00:00,51.0099,71.0937,123.1238
2017-01-18 20:00:00,49.4495,81.0556,115.9224
2017-01-18 21:00:00,46.0889,78.2951,117.5227
2017-01-18 22:00:00,48.1293,80.4555,120.8233
2017-01-18 23:00:00,51.1299,37.3672,84.3163
2017-01-19 00:00:00,52.0901,15.0829,77.515
2017-01-19 01:00:00,54.1304,16.6832,72.514
2017-01-19 02:00:00,52.8102,14.5628,77.4149
2017-01-19 03:00:00,56.2909,14.5228,74.9145
2017-01-19 04:00:00,58.6913,16.0831,75.5146
2017-01-19 05:00:00,58.2112,17.3233,96.9187
2017-01-19 06:00:00,57.9712,53.5303,110.4213
2017-01-19 07:00:00,58.3313,82.616,130.2251
2017-01-19 08:00:00,62.6521,89.8573,127.8247
2017-01-19 09:00:00,63.6123,79.6154,124.8241
2017-01-19 10:00:00,62.5321,74.9345,131.2253
2017-01-19 11:00:00,61.0918,67.413,125.1241
2017-01-19 12:00:00,50.8898,66.3328,121.8235
2017-01-19 13:00:00,43.6884,65.5726,121.0233
2017-01-19 14:00:00,48.8494,64.8525,112.8218
2017-01-19 15:00:00,50.0497,63.7323,116.6225
2017-01-19 16:00:00,53.2903,67.7331,104.9202
2017-01-19 17:00:00,53.1703,66.5328,112.5217
2017-01-19 18:00:00,46.0889,71.3738,115.0222
2017-01-19 19:00:00,46.2089,68.8533,119.323
2017-01-19 20:00:00,48.8494,66.1728,121.0233
2017-01-19 21:00:00,47.4092,69.6935,123.3238
2017-01-19 22:00:00,48.4894,73.6542,129.625
2017-01-19 23:00:00,49.4495,36.247,90.9175
2017-01-20 00:00:00,52.5701,14.3628,80.0154
2017-01-20 01:00:00,53.2903,14.7228,78.8152
2017-01-20 02:00:00,52.0901,13.8827,77.715
2017-01-20 03:00:00,54.0104,15.1229,79.7154
2017-01-20 04:00:00,57.4911,15.403,76.8148
2017-01-20 05:00:00,62.5321,14.4028,104.3201
2017-01-20 06:00:00,59.2914,47.2891,114.5221
2017-01-20 07:00:00,60.3717,71.2538,126.5244
2017-01-20 08:00:00,57.4911,79.2153,126.2244
2017-01-20 09:00:00,64.5725,69.1333,118.1228
2017-01-20 10:00:00,68.8933,66.4528,119.6231
2017-01-20 11:00:00,63.7323,65.7727,124.224
2017-01-20 12:00:00,56.1708,64.8525,114.8221
2017-01-20 13:00:00,59.4115,62.5721,114.222
2017-01-20 14:00:00,59.5315,57.6111,112.4217
2017-01-20 15:00:00,62.7721,57.6911,105.9204
2017-01-20 16:00:00,56.89100000000001,57.9712,109.5211
2017-01-20 17:00:00,51.73,56.5709,92.7179
2017-01-20 18:00:00,49.6896,57.4911,104.9202
2017-01-20 19:00:00,50.8898,63.4522,110.1213
2017-01-20 20:00:00,51.4899,67.0529,105.2203
2017-01-20 21:00:00,48.8494,69.6935,124.324
2017-01-20 22:00:00,48.2493,71.8939,113.3219
2017-01-20 23:00:00,49.0895,38.2074,88.8171
2017-01-21 00:00:00,52.2101,15.483,73.7142
2017-01-21 01:00:00,52.3301,15.443,69.4134
2017-01-21 02:00:00,50.0497,15.603,74.6144
2017-01-21 03:00:00,54.4905,16.0431,69.6134
2017-01-21 04:00:00,59.6515,16.1631,77.2149
2017-01-21 05:00:00,60.3717,24.4047,91.4176
2017-01-21 06:00:00,53.1703,51.73,108.5209
2017-01-21 07:00:00,54.3705,70.9337,106.0205
2017-01-21 08:00:00,54.6105,70.8137,113.4219
2017-01-21 09:00:00,57.011,67.453,112.1216
2017-01-21 10:00:00,52.6902,64.7725,119.323
2017-01-21 11:00:00,49.0895,65.5726,105.8204
2017-01-21 12:00:00,44.4086,63.4522,114.8222
2017-01-21 13:00:00,50.1697,59.1714,103.92
2017-01-21 14:00:00,49.2095,56.0908,104.1201
2017-01-21 15:00:00,47.5292,56.6509,100.9195
2017-01-21 16:00:00,45.8488,55.2507,94.2182
2017-01-21 17:00:00,45.8488,46.529,97.4188
2017-01-21 18:00:00,51.6099,42.9283,105.9204
